stable_key,section,subsection,page_start,page_end,source_id_or_name,original_text,corrected_text,errata_applied,errata_source,errata_version_or_date,change_summary,notes
outcomes-445,OUTCOMES,,53,54,445,"Atop the creature, your weapon falters in your hand. This creature heralds life and death. If you even can kill it, have you that right? Will its
passing still the cycle of seasons and of lives? Is killing this terrible, perfect creature to become the fly trapped forever in its amber brilliance?
Consciousness flees your mind in light of such questions, and when you awaken, your weapon has grown to a vibrant branch crowned in
flowers. The behemoth is nowhere to be seen. You know that it observes you still, but you feel no malice in its hidden gaze.
(continued on next page)
ii
i

Add
. Set the behemoth's demeanor to ""2."" Illustrate the saga of the broken cycle on the primal cave wall, including the alert
behemoth's mark, the caution mark (i), and the growth mark (ii). Permanently raise the
and
of each character who was on the venture when
it was completed by 1 (to a maximum of 7). Add the alert behemoth's mark and the growth mark (ii) to the Legend side of
each of those Character cards. If the character who completed the final contest of the venture has a
weapon item and no character, animal companion, or storage structure has an item with Vivacious in
its name, they must discard a weapon item and gain the Vivacious Sprout (IT90) Item card.
Then end the Epoch. See Codex p.204 to begin Epoch 3.","Atop the creature, your weapon falters in your hand. This creature heralds life and death. If you even can kill it, have you that right? Will its
passing still the cycle of seasons and of lives? Is killing this terrible, perfect creature to become the fly trapped forever in its amber brilliance?
Consciousness flees your mind in light of such questions, and when you awaken, your weapon has grown to a vibrant branch crowned in
flowers. The behemoth is nowhere to be seen. You know that it observes you still, but you feel no malice in its hidden gaze.
(continued on next page)
ii
i

Add
. Set the behemoth's demeanor to ""2."" Illustrate the saga of the broken cycle on the primal cave wall, including the alert
behemoth's mark, the caution mark (i), and the growth mark (ii). Permanently raise the
and
of each character who was on the venture when
it was completed by 1 (to a maximum of 7). Add the alert behemoth's mark and the growth mark (ii) to the Legend side of
each of those Character cards. If the character who completed the final contest of the venture has a
weapon item and no character, animal companion, or storage structure has an item with Vivacious in
its name, they must discard a weapon item and gain the Vivacious Sprout (IT90) Item card.
Then end the Epoch. See Codex p.204 to begin Epoch 3.",False,,,,
outcomes-446,OUTCOMES,,27,102,446,"Finally, return Brightest of Sparks (JD09) to the game box.

Then, randomly select a hex in the newly placed tray, explore it,
then place your character there.

You spot a towering, cyclopean monolith through the valley's mists. Whatever once inhabited this strange structure, it has not passed
in many turns of the sun and moon.
Resolve the first you are able:
A) Stare up at the vast tomb in awe: If there are one or more unplaced behemoth lair overlays, randomly select one of them and place
a it in a hex in the newly added terrain tray.
Roll
and place it in the corresponding zone: 1-2: A, 3-4: B, 5-6: C.
It must be placed in a zone without an overlay. Illustrate the saga of the ancient tomb on the primal cave wall,
including the mark of the behemoth whose lair you placed this way and the discovery mark.
B) Panic, daring not to look back at the ancient obelisk that pierces the mists: Place a mystery token in each hex without a character in the newly
added terrain tray. Then flee to a randomly selected hex not in the newly added terrain tray.
Rules for behemoth lairs are found in the Overlay Reference section beginning on Codex p.210.

Then return Distant Dream (NU07) to the game box.
B) The dream fades like morning fog, leaving only dewy hints on the edges of your mind: Add
.","Finally, return Brightest of Sparks (JD09) to the game box.

Then, randomly select a hex in the newly placed tray, explore it,
then place your character there.

You spot a towering, cyclopean monolith through the valley's mists. Whatever once inhabited this strange structure, it has not passed
in many turns of the sun and moon.
Resolve the first you are able:
A) Stare up at the vast tomb in awe: If there are one or more unplaced behemoth lair overlays, randomly select one of them and place
a it in a hex in the newly added terrain tray.
Roll
and place it in the corresponding zone: 1-2: A, 3-4: B, 5-6: C.
It must be placed in a zone without an overlay. Illustrate the saga of the ancient tomb on the primal cave wall,
including the mark of the behemoth whose lair you placed this way and the discovery mark.
B) Panic, daring not to look back at the ancient obelisk that pierces the mists: Place a mystery token in each hex without a character in the newly
added terrain tray. Then flee to a randomly selected hex not in the newly added terrain tray.
Rules for behemoth lairs are found in the Overlay Reference section beginning on Codex p.210.

Then return Distant Dream (NU07) to the game box.
B) The dream fades like morning fog, leaving only dewy hints on the edges of your mind: Add
.",False,,,,
outcomes-447,OUTCOMES,,54,54,447,"In the dark below the valley, the bustling of feet echoes. Your people have mastered the use of the subterranean gates.
Travel between your outposts is now trivial, and the swift and safe transit allows your knowledge and culture to
flourish even as you spread across the valley.
At the end of any day, you may end this challenge.
Illustrate the saga of the paths unearthed on the primal cave wall, including the broken earth mark (i) and the underworld mark (ii).
At the end of this challenge, end the Epoch. See Codex p.204 to begin Epoch 3.","In the dark below the valley, the bustling of feet echoes. Your people have mastered the use of the subterranean gates.
Travel between your outposts is now trivial, and the swift and safe transit allows your knowledge and culture to
flourish even as you spread across the valley.
At the end of any day, you may end this challenge.
Illustrate the saga of the paths unearthed on the primal cave wall, including the broken earth mark (i) and the underworld mark (ii).
At the end of this challenge, end the Epoch. See Codex p.204 to begin Epoch 3.",False,,,,
outcomes-448,OUTCOMES,,54,54,448,"The moonlight makes you the target of a large hunting bird. It dives toward you, threatening to scoop you up as its prey!
Test
to stand your ground. Add +2 if you are indomitable and +2 if you have an item with a
token on it.
12+
You stare down the bird, and at the last second, it veers off, plumes falling around you. Gain 2 feathers.
8-11	 The bird shoots past you, the wind from its wings almost throwing you from the mountainside and forcing you to brace. If you have a
Piton or Walking stick, no effect. Otherwise, suffer
.
1-7
The bird scoops you up and carries you skyward. Thrashing and fighting, you try desperately to break free, but its grip holds.
Eventually, it drops you in a nest, and you make your escape while it rouses its hungry progeny. Lose
and suffer
, then place
your character in a randomly selected unexplored hex, if able, and explore that hex. Otherwise, place your character in another hex of
your choice, choosing a hex with a mountain, if able.
ii
i
ii
i","The moonlight makes you the target of a large hunting bird. It dives toward you, threatening to scoop you up as its prey!
Test
to stand your ground. Add +2 if you are indomitable and +2 if you have an item with a
token on it.
12+
You stare down the bird, and at the last second, it veers off, plumes falling around you. Gain 2 feathers.
8-11	 The bird shoots past you, the wind from its wings almost throwing you from the mountainside and forcing you to brace. If you have a
Piton or Walking stick, no effect. Otherwise, suffer
.
1-7
The bird scoops you up and carries you skyward. Thrashing and fighting, you try desperately to break free, but its grip holds.
Eventually, it drops you in a nest, and you make your escape while it rouses its hungry progeny. Lose
and suffer
, then place
your character in a randomly selected unexplored hex, if able, and explore that hex. Otherwise, place your character in another hex of
your choice, choosing a hex with a mountain, if able.
ii
i
ii
i",False,,,,
outcomes-449,OUTCOMES,,55,55,449,"You hold the light up close to the behemoth's great visage, and the mask cracks. Plunging your hand inside, you seize hold of something.
Liquid gushes out of the gap, and the behemoth shakes you from its mighty head; you plummet to the ground. When you awaken, you lie in a
pool of liquid, the still-beating thing you seized in your hand.
Aggravate the behemoth's demeanor by 1. End the encounter. The behemoth flees. Suffer
.
Then, if a character, animal companion, or storage structure has an item with Symbiotic in its name, gain 2 game; otherwise, gain the Symbiotic
Egg (IT93) Item card.","You hold the light up close to the behemoth's great visage, and the mask cracks. Plunging your hand inside, you seize hold of something.
Liquid gushes out of the gap, and the behemoth shakes you from its mighty head; you plummet to the ground. When you awaken, you lie in a
pool of liquid, the still-beating thing you seized in your hand.
Aggravate the behemoth's demeanor by 1. End the encounter. The behemoth flees. Suffer
.
Then, if a character, animal companion, or storage structure has an item with Symbiotic in its name, gain 2 game; otherwise, gain the Symbiotic
Egg (IT93) Item card.",False,,,,
outcomes-452,OUTCOMES,,55,55,452,"Through forcing confrontation after confrontation with the new predators, you force these creatures to  learn to respect humanity's strength.
An uneasy detente begins in the valley.
At the end of the day, you may end this challenge.
Illustrate the saga of broken fangs on the primal cave wall, including the beastslayer mark.","Through forcing confrontation after confrontation with the new predators, you force these creatures to  learn to respect humanity's strength.
An uneasy detente begins in the valley.
At the end of the day, you may end this challenge.
Illustrate the saga of broken fangs on the primal cave wall, including the beastslayer mark.",False,,,,
outcomes-461,OUTCOMES,,55,55,461,"The surface of the behemoth's horn grows brittle as you climb. As a chunk flakes away beneath your grip, you find something unexpected...
End the encounter. Aggravate the behemoth's demeanor by 1. The behemoth flees.
Then, if a character, animal companion, or storage structure has an item with Lightless in its name, gain 2 of the behemoth's curio; otherwise, gain
the Lightless Orb (IT92) Item card.","The surface of the behemoth's horn grows brittle as you climb. As a chunk flakes away beneath your grip, you find something unexpected...
End the encounter. Aggravate the behemoth's demeanor by 1. The behemoth flees.
Then, if a character, animal companion, or storage structure has an item with Lightless in its name, gain 2 of the behemoth's curio; otherwise, gain
the Lightless Orb (IT92) Item card.",False,,,,
outcomes-473,OUTCOMES,,55,55,473,"In the light, the behemoth's movements grow sluggish and stiff, as if a great weight bears down upon it. It slowly moves away before torpor
can fully overtake it.
End the encounter. Placate the behemoth's demeanor by 1. The behemoth flees.","In the light, the behemoth's movements grow sluggish and stiff, as if a great weight bears down upon it. It slowly moves away before torpor
can fully overtake it.
End the encounter. Placate the behemoth's demeanor by 1. The behemoth flees.",False,,,,
outcomes-475,OUTCOMES,,55,55,475,"Your people scrabble for an escape, searching every crag and passage for a way out of the valley that cannot be discovered. As one last
winter descends, your people's saga falls quiet, its echoes fading into the winds and snow.
Your society vanishes.
This end may not be a happy one, but it can still be instructive to future peoples who inhabit the valley.
To immortalize a photo of your primal cave wall and see other people's works of art, we invite you to
share your saga with our community!
To continue playing Stonesaga, see Beginning Subsequent Campaigns on Rulebook p.97.
Or you could switch to Endless Mode, as described on Rulebook p.97.","Your people scrabble for an escape, searching every crag and passage for a way out of the valley that cannot be discovered. As one last
winter descends, your people's saga falls quiet, its echoes fading into the winds and snow.
Your society vanishes.
This end may not be a happy one, but it can still be instructive to future peoples who inhabit the valley.
To immortalize a photo of your primal cave wall and see other people's works of art, we invite you to
share your saga with our community!
To continue playing Stonesaga, see Beginning Subsequent Campaigns on Rulebook p.97.
Or you could switch to Endless Mode, as described on Rulebook p.97.",False,,,,
outcomes-478,OUTCOMES,,55,55,478,"The shard crashes through the canopy of clouds, burning the great sky-mountains to mist. As it collides with the earth, a great resounding
crack topples trees and breaks mountains. Amidst the ruin, you see coral tendrils begin to spread. Then the vision ends.
Place an inactive coral overgrowth in a hex of your choice, choosing an unexplored hex without an overlay, if able. Roll
and place it in the
corresponding zone: 1-2: A, 3-4: B, 5-6: C. Place a mystery tokens in that hex if there is no character there.
Then return Diverging Paths (NY01) to the game box.","The shard crashes through the canopy of clouds, burning the great sky-mountains to mist. As it collides with the earth, a great resounding
crack topples trees and breaks mountains. Amidst the ruin, you see coral tendrils begin to spread. Then the vision ends.
Place an inactive coral overgrowth in a hex of your choice, choosing an unexplored hex without an overlay, if able. Roll
and place it in the
corresponding zone: 1-2: A, 3-4: B, 5-6: C. Place a mystery tokens in that hex if there is no character there.
Then return Diverging Paths (NY01) to the game box.",False,,,,
outcomes-481,OUTCOMES,,56,56,481,"As each of the vestiges of your civilization vanishes beneath the coral, your people become unrecognizable to you. You can join those who
file behind the comet's champion, or you can flee and embrace the wilds, but what you once knew is gone forever.
Illustrate the saga of the inscrutable future on the primal cave wall, including the coral mark (i) and the
misfortune mark (ii). Then, as a group, the players must choose one of the following paths for your society:
A) Enter the comet's embrace: Your campaign ends and your society vanishes.
See Ending a Campaign on Rulebook p.97.
This end may not be a happy one, but it can still be instructive to future peoples who inhabit the valley.
To immortalize a photo of your primal cave wall and see other people's works of art, we invite you to share your
saga with our community!
To continue playing Stonesaga, see Beginning Subsequent Campaigns on Rulebook p.97.
Or you could switch to Endless Mode, as described on Rulebook p.97.
B) Remain yourself, at any cost: Add Exodus (CZ09) to your looming challenges.","As each of the vestiges of your civilization vanishes beneath the coral, your people become unrecognizable to you. You can join those who
file behind the comet's champion, or you can flee and embrace the wilds, but what you once knew is gone forever.
Illustrate the saga of the inscrutable future on the primal cave wall, including the coral mark (i) and the
misfortune mark (ii). Then, as a group, the players must choose one of the following paths for your society:
A) Enter the comet's embrace: Your campaign ends and your society vanishes.
See Ending a Campaign on Rulebook p.97.
This end may not be a happy one, but it can still be instructive to future peoples who inhabit the valley.
To immortalize a photo of your primal cave wall and see other people's works of art, we invite you to share your
saga with our community!
To continue playing Stonesaga, see Beginning Subsequent Campaigns on Rulebook p.97.
Or you could switch to Endless Mode, as described on Rulebook p.97.
B) Remain yourself, at any cost: Add Exodus (CZ09) to your looming challenges.",False,,,,
outcomes-482,OUTCOMES,,56,56,482,"Your people are pushed to the brink by famine. This time of deprivation will long be remembered by your people.
Subtract
. Illustrate the saga of the bitter year on the primal cave wall, including the harrowing mark. Add Depletion
of Food (NE03) to the Night deck, if able.","Your people are pushed to the brink by famine. This time of deprivation will long be remembered by your people.
Subtract
. Illustrate the saga of the bitter year on the primal cave wall, including the harrowing mark. Add Depletion
of Food (NE03) to the Night deck, if able.",False,,,,Manual review needed for Outcome 482: Instruction requires manual review or source text could not be matched safely.
outcomes-484,OUTCOMES,,56,56,484,"Atop the behemoth's head, you cannot help but notice the way its rocky skin has grown brittle and cracked under the beating sun. You could
try to patch the cracks, perhaps giving it relief.
End the encounter. You may discard 2 of this behemoth's curio to placate the behemoth's demeanor by 1.","Atop the behemoth's head, you cannot help but notice the way its rocky skin has grown brittle and cracked under the beating sun. You could
try to patch the cracks, perhaps giving it relief.
End the encounter. You may discard 2 of this behemoth's curio to placate the behemoth's demeanor by 1.",False,,,,
outcomes-485,OUTCOMES,,56,56,485,"In the days between the epochs, the behemoth takes its vengeance. Its attack devastates one of your villages and puts its people to flight,
scattering them throughout the valley. Generations grow up in fear of the beast that darkens the sky...
Choose a behemoth with an active lair in the valley and the highest demeanor. Illustrate the saga of the shuddering hours on the primal cave wall,
including the harrowing mark (i) and the mark of that behemoth adorned with the wrath mark (ii).
Randomly select an outpost to become a ruin. Then, as a group, the players must choose one of
the following paths for your society:
A) Face the behemoth with force of arms: Subtract
.
B) Forbid your people from interfering with behemoths henceforth: Add ""Resting in a hex with an active behemoth's lair""
to the Taboos section of the Culture page of the Journal. Gain the Taboos (KN18) Knowledge card. Add
. Add the
taboo mark (iii) to the saga you just illustrated.
C) Abandon the region where the behemoth lives: Each of your outposts in the same region as the behemoth's lair
becomes a ruin.","In the days between the epochs, the behemoth takes its vengeance. Its attack devastates one of your villages and puts its people to flight,
scattering them throughout the valley. Generations grow up in fear of the beast that darkens the sky...
Choose a behemoth with an active lair in the valley and the highest demeanor. Illustrate the saga of the shuddering hours on the primal cave wall,
including the harrowing mark (i) and the mark of that behemoth adorned with the wrath mark (ii).
Randomly select an outpost to become a ruin. Then, as a group, the players must choose one of
the following paths for your society:
A) Face the behemoth with force of arms: Subtract
.
B) Forbid your people from interfering with behemoths henceforth: Add ""Resting in a hex with an active behemoth's lair""
to the Taboos section of the Culture page of the Journal. Gain the Taboos (KN18) Knowledge card. Add
. Add the
taboo mark (iii) to the saga you just illustrated.
C) Abandon the region where the behemoth lives: Each of your outposts in the same region as the behemoth's lair
becomes a ruin.",False,,,,
outcomes-486,OUTCOMES,,56,57,486,"From the behemoth's shaggy brow, you slide down a tuft of its white hair and hold a particularly interesting item in front of its gaze. The
behemoth looks on with great interest. From somewhere in its fur, a small object emerges. It seems to be offering an exchange.
i
ii
i
ii
iii

Choose one and resolve it:
A) Make a trade: If you have a processed material or an item in your inventory, discard 1 processed material or an item to end the encounter.
Placate the behemoth's demeanor by 1. Then, if a character, animal companion, or storage structure has an item with Symbiotic in its name, gain 2
of the behemoth's curio; otherwise, gain the Symbiotic Egg (IT93) Item card.
B) Decline to trade: End the encounter. Aggravate the behemoth's demeanor by 2.","From the behemoth's shaggy brow, you slide down a tuft of its white hair and hold a particularly interesting item in front of its gaze. The
behemoth looks on with great interest. From somewhere in its fur, a small object emerges. It seems to be offering an exchange.
i
ii
i
ii
iii

Choose one and resolve it:
A) Make a trade: If you have a processed material or an item in your inventory, discard 1 processed material or an item to end the encounter.
Placate the behemoth's demeanor by 1. Then, if a character, animal companion, or storage structure has an item with Symbiotic in its name, gain 2
of the behemoth's curio; otherwise, gain the Symbiotic Egg (IT93) Item card.
B) Decline to trade: End the encounter. Aggravate the behemoth's demeanor by 2.",False,,,,
outcomes-490,OUTCOMES,,57,57,490,"Your search for the source of the inky trail across the sky ends in frustration at the edges of the valley. In days to come,
the smoke dissipates, fading to a memory. Perhaps your descendants will discover what eluded you...
Illustrate the saga of the coiling smoke on the primal cave wall, including the
and mystery marks.","Your search for the source of the inky trail across the sky ends in frustration at the edges of the valley. In days to come,
the smoke dissipates, fading to a memory. Perhaps your descendants will discover what eluded you...
Illustrate the saga of the coiling smoke on the primal cave wall, including the
and mystery marks.",False,,,,
outcomes-491,OUTCOMES,,57,57,491,"You catch a strange creature with a soft body and several limbs, and in its stomach, you find what might be a tool. Did this creature swallow
it? Was it made by a villager or by some being unfamiliar?
Gain 1 bone knife (Red 2344). Add its item code to your society's known recipes in the Recipes section of the Journal.","You catch a strange creature with a soft body and several limbs, and in its stomach, you find what might be a tool. Did this creature swallow
it? Was it made by a villager or by some being unfamiliar?
Gain 1 bone knife (Red 2344). Add its item code to your society's known recipes in the Recipes section of the Journal.",False,,,,
outcomes-492,OUTCOMES,,57,57,492,"Your efforts to quell the behemoth permanently end in failure. Its reprisal falls like the storm, smashing your people's greatest works before it
and crushing all aspirations you held for this epoch...
Subtract
for each token on Vanquish the Behemoth. Then, illustrate the saga of ageless wrath on the primal cave wall, including the alert
behemoth's mark adorned by the wrath mark (i).
One at a time, for each of your outposts, the players as a group must choose one and resolve it:
A) Fight to the last: Roll
. Destroy that many structures of your choice in the outpost and subtract that much
.
B) Flee before the behemoth: The outpost becomes a ruin. Subtract
.
C) Distract the behemoth with tribute as your people flee: If the plenty mark (ii) is on the primal cave wall two or
more Secrets have been recorded in the Journal for this behemoth, the outpost becomes a ruin. You can choose this
option only once.
Then end this challenge and end the Epoch. See Codex p.204 to begin Epoch 3.","Your efforts to quell the behemoth permanently end in failure. Its reprisal falls like the storm, smashing your people's greatest works before it
and crushing all aspirations you held for this epoch...
Subtract
for each token on Vanquish the Behemoth. Then, illustrate the saga of ageless wrath on the primal cave wall, including the alert
behemoth's mark adorned by the wrath mark (i).
One at a time, for each of your outposts, the players as a group must choose one and resolve it:
A) Fight to the last: Roll
. Destroy that many structures of your choice in the outpost and subtract that much
.
B) Flee before the behemoth: The outpost becomes a ruin. Subtract
.
C) Distract the behemoth with tribute as your people flee: If the plenty mark (ii) is on the primal cave wall two or
more Secrets have been recorded in the Journal for this behemoth, the outpost becomes a ruin. You can choose this
option only once.
Then end this challenge and end the Epoch. See Codex p.204 to begin Epoch 3.",False,,,,
outcomes-493,OUTCOMES,,57,58,493,"You have encountered the outsiders. As you approach, they signal for you to halt. You'll have to win their trust if you wish to establish
deeper relations.
Embark on the venture below (see Ventures on page 60 of the Rulebook).
Approaching the camp, you find its inhabitants wary. Someone must be the first to break the tense silence.
Champion: Someone must test
or
to greet the newcomers. Add +2 if you are patient. You may discard up to 2 food tokens from your
inventory. If you do, add +2 per food discarded.
12+
The strangers respond to your greeting in kind. The venture continues.
1-11	 The tension does not abate in the slightest. Add
, then the venture fails unless a character spends
or
to attempt this test again.
(continued on next page)
i
ii

Having made a good first impression, you approach their fire. The inhabitants of the camp speak in a language that is comprehensible to you,
but not entirely familiar. You must learn their customs to maintain their good will.
Group: Everyone must test
to find common ground. A character adds +2 if they have a Legend card and +4 if they have
.
11+
You discover that there is much that connects your people with these supposed outsiders. If any character resolves this result, the
venture continues.
1-10	 You must have split from these people in the truly distant past, for you can find little to link you. If all characters on the venture resolve
this result, the venture fails unless a character discards a Legend card or spends
to attempt this test again.
You feel comfortable with the outsiders, but you have still only just met. To be invited to their home, you will need to present a gift that shows
your good intentions.
Champion: Someone must test
and discard an item or material to present a gift. Add +2 if you are resourceful. If you discarded an item, add
+2. If you discarded a rare material, add +4.
12+
The outsiders present you with a fine gift in return. Put 1 coral, 1 moonblood, and 1 silk the draw bag, then draw one material from
the draw bag and gain it in its unprocessed state. Complete this venture and the associated goal.
1-11	 The strangers seem unimpressed by your offer. Add
. The venture fails unless a character spends
or
to attempt this
test again.","You have encountered the outsiders. As you approach, they signal for you to halt. You'll have to win their trust if you wish to establish
deeper relations.
Embark on the venture below (see Ventures on page 60 of the Rulebook).
Approaching the camp, you find its inhabitants wary. Someone must be the first to break the tense silence.
Champion: Someone must test
or
to greet the newcomers. Add +2 if you are patient. You may discard up to 2 food tokens from your
inventory. If you do, add +2 per food discarded.
12+
The strangers respond to your greeting in kind. The venture continues.
1-11	 The tension does not abate in the slightest. Add
, then the venture fails unless a character spends
or
to attempt this test again.
(continued on next page)
i
ii

Having made a good first impression, you approach their fire. The inhabitants of the camp speak in a language that is comprehensible to you,
but not entirely familiar. You must learn their customs to maintain their good will.
Group: Everyone must test
to find common ground. A character adds +2 if they have a Legend card and +4 if they have
.
11+
You discover that there is much that connects your people with these supposed outsiders. If any character resolves this result, the
venture continues.
1-10	 You must have split from these people in the truly distant past, for you can find little to link you. If all characters on the venture resolve
this result, the venture fails unless a character discards a Legend card or spends
to attempt this test again.
You feel comfortable with the outsiders, but you have still only just met. To be invited to their home, you will need to present a gift that shows
your good intentions.
Champion: Someone must test
and discard an item or material to present a gift. Add +2 if you are resourceful. If you discarded an item, add
+2. If you discarded a rare material, add +4.
12+
The outsiders present you with a fine gift in return. Put 1 coral, 1 moonblood, and 1 silk the draw bag, then draw one material from
the draw bag and gain it in its unprocessed state. Complete this venture and the associated goal.
1-11	 The strangers seem unimpressed by your offer. Add
. The venture fails unless a character spends
or
to attempt this
test again.",False,,,,
outcomes-494,OUTCOMES,,58,58,494,"People fall ill in new places, seemingly walking the paths your people travel between the villages.
For each hex with an outpost, roll
. Add +2 if there is a Waste Pit in the outpost.
1-2
Add an outbreak to this hex, then each character in this hex suffers
.
3-4
Add outbreak to this hex.
5+
No effect.","People fall ill in new places, seemingly walking the paths your people travel between the villages.
For each hex with an outpost, roll
. Add +2 if there is a Waste Pit in the outpost.
1-2
Add an outbreak to this hex, then each character in this hex suffers
.
3-4
Add outbreak to this hex.
5+
No effect.",False,,,,
outcomes-495,OUTCOMES,,58,58,495,"You dodge through the perilous spines on the behemoth's back to reach the safety of its mane. Reaching the apex of the shell, you are startled
to see the behemoth's head twisted and face-to-face with you. Thinking quickly, you ponder the tribute you have available...
Choose one and resolve it:
A) Hand over a fine-wrought material: If you have a processed material in your inventory, discard 1 processed material to gain
to an
attribute of your choice.
B) Pull some tattered scraps of fur and fiber from the bottom of your pouch: Aggravate the behemoth's demeanor by 1.
Then, end the encounter.","You dodge through the perilous spines on the behemoth's back to reach the safety of its mane. Reaching the apex of the shell, you are startled
to see the behemoth's head twisted and face-to-face with you. Thinking quickly, you ponder the tribute you have available...
Choose one and resolve it:
A) Hand over a fine-wrought material: If you have a processed material in your inventory, discard 1 processed material to gain
to an
attribute of your choice.
B) Pull some tattered scraps of fur and fiber from the bottom of your pouch: Aggravate the behemoth's demeanor by 1.
Then, end the encounter.",False,,,,
outcomes-497,OUTCOMES,,58,58,497,"You are unsure what this might mean, but it cannot bode well.
Add The Sky Descends (CC04) to your looming challenges.","You are unsure what this might mean, but it cannot bode well.
Add The Sky Descends (CC04) to your looming challenges.",False,,,,
outcomes-498,OUTCOMES,,58,58,498,"The behemoth that prowls the valley grows bolder.
Each alert behemoth gains
to each of its attributes.","The behemoth that prowls the valley grows bolder.
Each alert behemoth gains
to each of its attributes.",False,,,,
outcomes-499,OUTCOMES,,59,59,499,"The behemoth finishes its excavation, apparently satisfied in whatever it accomplished. An icy berm has formed where it undertook
its digging.
Place an active frozen wake overlay in one hex of your choice with a trace marker. For each overlay you place this way, choose a zone without
an overlay and with a chasm, if able. See Codex p.212 for the frozen wake rules.
Then, remove this behemoth's aim and all of its trace tokens. Assign the Return to Slumber (BT20) instinct to this behemoth (replacing its
previous instinct).","The behemoth finishes its excavation, apparently satisfied in whatever it accomplished. An icy berm has formed where it undertook
its digging.
Place an active frozen wake overlay in one hex of your choice with a trace marker. For each overlay you place this way, choose a zone without
an overlay and with a chasm, if able. See Codex p.212 for the frozen wake rules.
Then, remove this behemoth's aim and all of its trace tokens. Assign the Return to Slumber (BT20) instinct to this behemoth (replacing its
previous instinct).",False,,,,
outcomes-502,OUTCOMES,,59,59,502,"Your people's fear of the scar makes it hard to approach the impact site. You must avoid panicked bands of citizens to even reach the relative
safety of the scar...
Embark on the venture below (see Ventures on page 60 of the Rulebook).
The patrol nears you, but perhaps you can find cover to help avoid them...
Group, Hazard: Everyone must test
to evade pursuers. Add +4 if there is a cave or chasm in an adjacent hex, +2 if you have a cloak item,
and +2 if you are cunning.
12+
You avoid the patrol. Gain
to
. Then continue this venture by
622.
10-11	You are chased for some distance, but manage to give your pursuers the slip. Add
. Continue the venture by
622.
1-9
You scuffle with your pursuers before breaking free. Suffer
, then add
. You leave the venture, then flee.
If all characters on the venture resolve this result, the venture fails.","Your people's fear of the scar makes it hard to approach the impact site. You must avoid panicked bands of citizens to even reach the relative
safety of the scar...
Embark on the venture below (see Ventures on page 60 of the Rulebook).
The patrol nears you, but perhaps you can find cover to help avoid them...
Group, Hazard: Everyone must test
to evade pursuers. Add +4 if there is a cave or chasm in an adjacent hex, +2 if you have a cloak item,
and +2 if you are cunning.
12+
You avoid the patrol. Gain
to
. Then continue this venture by
622.
10-11	You are chased for some distance, but manage to give your pursuers the slip. Add
. Continue the venture by
622.
1-9
You scuffle with your pursuers before breaking free. Suffer
, then add
. You leave the venture, then flee.
If all characters on the venture resolve this result, the venture fails.",False,,,,
outcomes-503,OUTCOMES,,59,59,503,"You know that the reverberations stem from the valley's strange underworld, and precede the rise of new coral
outgrowths. Searching about, you find a pearlescent tendril and quickly harvest it once it goes dormant.
Gain 1 dead coral. If the coral mark is on the primal cave wall, gain 2 dead coral instead.","You know that the reverberations stem from the valley's strange underworld, and precede the rise of new coral
outgrowths. Searching about, you find a pearlescent tendril and quickly harvest it once it goes dormant.
Gain 1 dead coral. If the coral mark is on the primal cave wall, gain 2 dead coral instead.",False,,,,
outcomes-504,OUTCOMES,,59,59,504,"A great behemoth arrives in the valley.
Randomly select a behemoth without a lair in the valley. Illustrate the saga of the great arrival on the primal cave wall, including that behemoth's
mark. Then, that behemoth arrives in the valley; it becomes alert (see Behemoth Arrivals on Rulebook p.74). Place its lair in a hex, choosing one
without an overlay and with its favored terrain feature, if able.","A great behemoth arrives in the valley.
Randomly select a behemoth without a lair in the valley. Illustrate the saga of the great arrival on the primal cave wall, including that behemoth's
mark. Then, that behemoth arrives in the valley; it becomes alert (see Behemoth Arrivals on Rulebook p.74). Place its lair in a hex, choosing one
without an overlay and with its favored terrain feature, if able.",False,,,,
